ProductNumber,ProductArName,ProductEnName,BrandName,CounrtyEn,PackageVolume,UnitEn,manufactureenglishname,ListedNameEn
2018-0140114-128170,بيو لايف دي معجون اسنان لمستخدمي تركيبات الاسنان و بعد نزع تقويم الاسنان,BIO LIFE D SPECIAL TOOTHPASTE AFTER REMOVAL OF BRACES,BIO LIFE D,Poland,75,Milliliter (ml),BIOCEUTICS.POL SP. Z O. O.,Rawnaq AlSafaa Medical Est.
2018-0140124-128172,بيو لايف دي غسول فم لما بعد تنظيف و علاج جذور الاسنان,BIO LIFE D AFTER SCALING CARE MOUTH WASH,BIO LIFE D,Poland,200,Milliliter (ml),BIOCEUTICS.POL SP. Z O. O.,Rawnaq AlSafaa Medical Est.
2018-0140124-092793,إلجيديوم فلورينايتد ماوتواش وت مينت فلاوور,ELGYDIUM FLUORINATED MOUTHWASH WITH MINT FLAVOR,ELGYDIUM,France,200,Milliliter (ml),PIERRE FABRE MEDICAMENT PRODUCTION,Farouk Maamoun Tamer & Co.
2018-0140114-092823,مستشفيات المانع العامة معجون أسنان,Al Mana General Hospitals Tooth Paste,Al Mana General Hospitals,China,17,Gram (g),Galien ( Zhongshan) Chemical Industrial Co. Ltd,ANYAR INTERNATIONAL TRADING Est.
2018-0140124-092866,إلودريل كير آنتي بلاغ ماوتواش,ELUDRIL CARE ANTI-PLAQUE MOUTH WASH,ELUDRIL,France,500,Milliliter (ml),PIERRE FABRE MEDICAMENT PRODUCTION,Farouk Maamoun Tamer & Co.
2016-0140124-046783,أورال-بي كومبلیت غسول الفم إنتعاش یدوم للنعناع الم,Oral-B Complete Lasting Freshness Cool Mint Mouthw,ORAL B,Germany,500,Milliliter (ml),Procter & Gamble Manufacturing GmbH,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2016-014015401541-046785,جيليت ماك 3 ناعم جل حلاقة ضد الحروق,Gillette Mach3 Shaving Gel Smooth ,GILLETTE,United Kingdom,200,Milliliter (ml), Gillette Reading UK,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2016-014015401541-046786,جيليت سيريز ملطفة رغوة حلاقة,Gillette Series Conditioning Shave Foam,GILLETTE,United Kingdom,250,Milliliter (ml), Gillette Reading UK,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2016-014015401541-046789,جيليت ماك 3 راحة اضافية جل حلاقة ضد الحروق,Gillette Mach3 Shaving Gel Extra Comfort,GILLETTE,United Kingdom,200,Milliliter (ml), Gillette Reading UK,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2016-014015401541-046912,هيلث ويل ايجبت جوى دنت جل, health well egypt joydent,Health Well Egypt,Egypt,50,Gram (g),sina cosmetics&perfumes co,top construction est
2016-0140134Code6-047001,دي كاي دينت ناتشورال بروبليس توثبيست ,DK Dent Natural Propolis Toothpaste,DK Dent,Turkey,100,Milliliter (ml),EZEL KOZMETIK ITH.IHR.SAN.TIC.LTD.STI,Alnoor Saudi Arabia Limited Company For Medicines
2016-0140114-017138,بيبي كير جيل التسنين,Baby Care teething gel,Baby care ,Egypt,25,Gram (g),cosmopack for phrmaceutical packaging and cosmetic,torki salem quraini trading est
2017-0140114-071723,جانينا-معجون مبيض للأسنان--تبييض بقوة فائقة,Janina-Ultra White-Extra Strength Whitening,Janina,Ireland,75,Milliliter (ml),Europharma Concepts Ltd,National Pharmacies co
2017-0140114-071726,جانينا-معجون تبييض أسنان-تبييض بقوة قصوى,Janina-Ultra White-Maxiwhite Super Strength,Janina ,Ireland,75,Milliliter (ml),Europharma Concepts Ltd,National Pharmacies co
2017-0140114-071768,جانينا-معجون تبييض أسنان-للأسنان الحساسة,Janina-Ultra White-Sensitive Teeth,Janina,Ireland,75,Milliliter (ml),Europharma Concepts Ltd,National Pharmacies co
2017-0140134Code6-071784,لوميني فور وايت سميل,Luminee For White Smile ,Luminee,South Korea,7,Piece,ICURE Pharma Inc.,Ozone World
2017-0140114-071810,سنسوداين معجون أسنان مفعول سريع,Sensodyne toothpaste Rapid Action,Sensodyne,United Kingdom,75,Milliliter (ml),GSK Consumer Healthcare,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2018-0140134Code6-110106,ملمع الاسنان من بريف دنت,PrevDent Tooth Gloss,PrevDent,Netherlands,5,Milliliter (ml),PrevDent International B.V.,MODERN SCIENTIFIC TRADING COMPANY
2018-0140124-110173,ليسترين غسول فم دفنس للأسنان واللثة بمذاق أقل حدة,Listerine Teeth & Gum Defence Milder Taste Mouthwash,Listerine,Italy,500,Milliliter (ml),Johnson & Johnson SpA Italy,Johnson & Johnson Consumer Saudi Arabia Limited
2018-0140124-110173,ليسترين غسول فم دفنس للأسنان واللثة بمذاق أقل حدة,Listerine Teeth & Gum Defence Milder Taste Mouthwash,Listerine,Italy,250,Milliliter (ml),Johnson & Johnson SpA Italy,Johnson & Johnson Consumer Saudi Arabia Limited
2018-0140124-110173,ليسترين غسول فم دفنس للأسنان واللثة بمذاق أقل حدة,Listerine Teeth & Gum Defence Milder Taste Mouthwash,Listerine,Italy,95,Milliliter (ml),Johnson & Johnson SpA Italy,Johnson & Johnson Consumer Saudi Arabia Limited
2018-0140114-110226,ايفا سموكرز بودرة تنظيف الاسنان بزيت القرنفل,Eva Smokers Tooth Powder with Clove,Eva Smokers,Egypt,40,Gram (g),Eva Cosmetics Corporation,Sara Group Holding
2019-0140114-161722,سجنال معجون أسنان ,SIGNAL TOOTHPASTE CAVITY FIGHTER 50ML,Signal,Egypt,50,Milliliter (ml),PREMIER GLOBAL TRADING FZCO,radi ali alsaiari est
2019-0140114-161776,سيجنال مكافح التسوس,SIGNAL TOOTHPASTE CAVITY FIGHTER,Signal,Egypt,120,Milliliter (ml),unilever,deyaa alnokhbah trading est
2019-0140114-161777,سيجنال معجون اسنان مكافح للتسوس,signal toothpaste cavity fighter,Signal,Egypt,25,Milliliter (ml),unilever,deyaa alnokhbah trading est
2018-014015401541-128402,أكوادينت جل مع حمض الهيالورونيك,AquaDent Gel with Hyaluronic acid,AquaDent,Kingdom of Saudi Arabia,30,Gram (g),hotel suppliers factory,aljazira
2019-0140114-161861,سيجنال متكامل 8  عناصر الطبيعة الفحم أبيض وديتوكس ,SIGNAL TOOTHPASTE COMPLETE8 NATURE ELEMENTS CHARCOAL WHITE AND DETOX ,Signal,Egypt,100,Milliliter (ml),Unilever Mashreq for personal care,SAID MOHAMMED OBAID BINZAGR
2019-0140114-161864,سيجنال متكامل 8  عناصر الطبيعة الفحم أبيض وديتوكس ,SIGNAL TOOTHPASTE COMPLETE8 NATURE ELEMENTS CHARCOAL WHITE AND DETOX ,Signal,Egypt,100,Milliliter (ml),Unilever Mashreq for Personal Care,Binzager Unilever Distribution Company Limited
2019-0140114-161928,أرومير معجون أسنان بالاعشاب,Auromere Ayurvedic Herbal Toothpaste,Abazeer,India,75,Milliliter (ml),Dabur India Ltd,Abazeer Trading Company
2016-0140114-047069,شسكو دينتيفراكيو فراجلا توث باستا استرابلى,CHICCO DENTIFRICIO FRAGOLA TOOTHPASTE STRAWBERRY  ,Chicco,Italy,50,Milliliter (ml),Artsana S.p.A,Sadana trading co.
2016-0140134Code6-047072,دي كاي دينت ناتشورال مينت توث بيست ويذ كلاي,DK Dent Natural Mint Toothpaste with clay,DK Dent,Turkey,75,Milliliter (ml),EZEL KOZMETIK ITH.IHR.SAN.TIC.LTD.STI,Alnoor Saudi Arabia Limited Company For Medicines
2016-0140134Code6-047201,دي كاي دينت ناتشورال مينت توثبيست ويذ كلاي,DK Dent Natural Mint Toothpaste With Clay,DK Dent,Turkey,100,Milliliter (ml),EZEL KOZMETIK ITH.IHR.SAN.TIC.LTD.STI,Alnoor Saudi Arabia Limited Company For Medicines
2016-0140134Code6-047249,دي كاي دينت ناتشورال بروتيكتور توث بيست ويذ كلاي,Dk Dent natural Protector Tooth Paste With Clay,DK Dent ,Turkey,50,Milliliter (ml),EZEL KOZMETIK ITH.IHR.SAN.TIC.LTD.STI,Alnoor Saudi Arabia Limited Company For Medicines
2016-0140124-017418,كلوسيس ماوث واش ,closys Mouth Wash ,closys ,Egypt,500,Milliliter (ml),Egyption Company For Cosmetic,Mohra Olaythah Mohssen Al-Refaay Establishment
2017-0140124-071869,غسول للفم جديد بالنعناع ,Anti-Cavity Fluoride Smooth Fresh Mint Mouthwash,Beauty Formulas,United Kingdom,500,Milliliter (ml),Drammock International Limlited,Hassan S. Al-Amoudi Trd. Est.
2017-0140124-071870,غسول للفم بارد بالنعناع,Anti-Cavity Fluoride Clean Cool Mint Mouthwash,Beauty Formulas,United Kingdom,500,Milliliter (ml),Drammock International Limlited,Hassan S. Al-Amoudi Trd. Est.
2017-0140134Code6-071888,جانينا-شرائح تبييض أسنان-تبييض بقوة قصوى,Janina-Ultra White-Maxiwhite Strips,Janina ,China,14,Piece,"Onuge Personal Care (Guangzhou) Co., Ltd",National Pharmacies co
2017-0140124Code4-071906,توثي اسبراي فور ثوت ,Toothy Aspray for Thtoat ,Toothy,Egypt,60,Milliliter (ml),Egyptian Company For Cosmetic ,Natural Knights For Trading Establishment
2017-0140114-071952,دينتيش سمارت كيدز معجون اسنان,Dentish Smart Kids Tooth Paste,Dentish ,Turkey,90,Gram (g),YASARLAR KOZMETIK MEDIKAL,color of life medical Est
2017-0140114-071971,سنسوداين معجون أسنان مفعول سريع مع تبييض,Sensoyne toothpaste Rapid Action Whitening,Sensodyne,United Kingdom,75,Milliliter (ml),GSK Consumer Healthcare,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2016-0140134Code6-047361,دي كاي دينت ناتشورال بروتيكتور توث بيست ويذ كلاي,DK Dent Natural Protector Tooth Paste With Clay,DK Dent,Turkey,100,Milliliter (ml),EZEL KOZMETIK ITH.IHR.SAN.TIC.LTD.STI,Alnoor Saudi Arabia Limited Company For Medicines
2016-02-000677,فريش تالك غسول فموي للثة والاسنان قرفة ,fresh talk mouthwash cinnamon,fresh talk,United States,235,Milliliter (ml),"Blue Cross Laboratories,INC",color of life medical Est
2016-02-000677,فريش تالك غسول فموي للثة والاسنان نعناع,fresh talk mouthwash mint,fresh talk,United States,235,Milliliter (ml),"Blue Cross Laboratories,INC",color of life medical Est
2016-02-000677,فريش تالك غسول فموي للثة والاسنان النعناع الثلجي,fresh talk mouthwash peppermint ice,fresh talk,United States,235,Milliliter (ml),"Blue Cross Laboratories,INC",color of life medical Est
2016-02-000678,كيدي جل اسنان للاطفال بنكهة الخوخ,kiddy kid's tooth gel with peach flavour,كيدي,Egypt,40,Gram (g),My way Egypt for cometic products,Amarij Trading EST
2016-02-000678,كيدي جل اسنان للاطفال بنكهة الكولا,kiddy kid's tooth gel with cola flavour,كيدي,Egypt,40,Gram (g),My way Egypt for cometic products,Amarij Trading EST
2016-0140114-017746,اوراكير جيل للثة,oracare gum gel,oracare,Egypt,25,Milliliter (ml),cosmopack for phrmaceutical packaging and cosmetic,torki salem quraini trading est
2016-0140114-017755, اوركير جيل للعناية بصحة الفم ,oracare healthy mouth gel,oracare,Egypt,25,Milliliter (ml),cosmopack for phrmaceutical packaging and cosmetic,torki salem quraini trading est
2016-0140114-017840,اوبتيما الودنت المبيض المكافح للتسوس معجون اسنان,Optima AloeDent anti-cavity whitening toothpaste,Optima AloeDent,Italy,100,Milliliter (ml),Optima Consumer Health Ltd,AL-DAWAA Medical Services Co.Ltd
2018-0140114-128522,روف هوتيل طقم فرشاه اسنان ,rove hotel dental kit ,rove hotel ,China,6,Gram (g),Yangzhou Lucky Tourist Products Factory,Universal Mediator
2018-0140114-128536,كلينوماين معجون اسنان للمدخنين,Clinomyn Toothpaste for Smokers ,Clinomyn ,Sweden,75,Milliliter (ml),Trimb Healthcare,Technical types for trading
2018-0140114-093317,كولجيت اقصي انتعاش بالنعناع المنعش ماكس فريش كوول,"Colgate Max Fresh COOL MINT Totthpaste,100 ml",Colgate,Thailand,100,Milligram )mg(,Colgate-Palmolive,Mazen Bin Hajeb Est for Trading
2018-0140114-093385,ابيس مستحضرات تجميل طبيعية معجون اسنان معادن البحر,apis natural cosmetics tooth paste dead seamineral,APIS NATURAL COSMETICS,Poland,100,Milliliter (ml),APIS,Saad Musaed Al Mutairi Establishment Trading&Const
2018-0140114-128564,تيبودونت-ف,TEBPDONT-F,TEBODONT F,Switzerland,75,Milliliter (ml),Dr.Wild & Co. AG,Middle East Drug Store
2018-0140134Code6-128570,معجون تبييض الأسنان الاحترافي,Pro Whitening Toothpaste,Mr.BlancTeeth,China,100,Milliliter (ml),FOSHAN CITY NANHAI DISTRICT HUANGQI JICHUN BIOLOGI,gulfrock Medical Services
2017-0140114-072147,بيوميد بيوكومبلكس توثبيست 100جرام,biomed BIOCOMPLEX Toothpaste 100gm,biomed ,Russia,100,Gram (g),ORGANIC PHARMACEUTICALS LLC,sayhan company united for distribution locally and
2017-0140114-072148,بيوميد بروبولين توثبيست 100 جرام,biomed PROPOLINE Toothpaste 100gm,biomed,Russia,100,Gram (g),ORGANIC PHARMACEUTICALS LLC,sayhan company united for distribution locally and
2017-0140114-072149,بيوميد كالسيماكس توثبيست 100 جرام,biomed CALCIMAX Toothpaste 100gm,biomed,Russia,100,Gram (g),ORGANIC PHARMACEUTICALS LLC,sayhan company united for distribution locally and
2017-0140114-072150,بيوميد سوبروايت توثبيست 100 جرام,biomed SUPERWHITE Toothpaste 100gm,biomed,Russia,100,Gram (g),ORGANIC PHARMACEUTICALS LLC,sayhan company united for distribution locally and
2019-014015401541-162020,فرشاة اسنان كولجيت اكسترا كلين,Colgate extra Clean toothbrush,Colgate,Thailand,1,Piece,colgate palmolive,deyaa alnokhbah trading est
2019-0140114-162022,فرشاة اسنان كولجيت دبل اكشن,Colgate Double Action toothbrush,Colgate,Vietnam,1,Piece,colgate palmolive,deyaa alnokhbah trading est
2019-0140114-162023,فرشاة اسنان كولجيت اكسترا كلين,Colgate extra Clean toothbrush,Colgate,Vietnam,1,Piece,colgate palmolive,deyaa alnokhbah trading est
2019-0140114-162055,ميڤك معجون اسنان للاطفال, Kids Gum Protection Toothpast,MIEIVC ,China,50,Gram (g),JILIN HANWAN SPRING TRADING CO.LTD.,Ali A.Al-Dohian Est. for Trading
2019-0140114-162058,معجون الأسنان بنكهة اليمون والكولا المنعشة, Lemon Cola Flavored Refreshing Toothpaste-HCJZ004 ,MIEIVC ,China,100,Gram (g),JILIN HANWAN SPRING TRADING CO.LTD.,Ali A.Al-Dohian Est. for Trading
2019-0140114-162060,فرشاة أسنان للاستخدام التحكمي نسيج متوسط,Beauty Formulas Control Action Toothbrush Medium,Beauty Formulas,United Kingdom,3,Piece,Drammock International Limlited,Hassan S. Al-Amoudi Trd. Est.
2019-0140114-162067,فرشاة أسنان بشعيرات غنية بالفحم,Beauty Formulas Charcoal Toothbrush,Beauty Formulas,United Kingdom,1,Piece,Drammock International Limlited,Hassan S. Al-Amoudi Trd. Est.
2019-0140114-162107,فرشاة أسنان للاطفال,Beauty Formulas Junior Toothbrush ,Beauty Formulas,United Kingdom,3,Piece,Drammock International Limlited,Hassan S. Al-Amoudi Trd. Est.
2019-0140114-162137,فرشاة أسنان للتنيف السريع لآسنان الآطفال,Beauty Formulas Kids Quick Brush,Beauty Formulas,United Kingdom,2,Piece,Drammock International Limlited,Hassan S. Al-Amoudi Trd. Est.
2019-0140114-162140,فرشاة أسنان السريع لآسنان الآطفال شعيرات لينة بحافة دقيقة للغاية,Beauty Formulas Kids Quick Brush (Rabbit),Beauty Formulas,United Kingdom,2,Piece,Drammock International Limlited,Hassan S. Al-Amoudi Trd. Est.
2019-02-018088,كلوس اب إنتعاش النعناع مع تركيبة غسول الفم المقاوم اابكتيريا,CLOSE UP MENTHOLFRESH WITH ANTI BACTERIAL MOUTHWASH,CLOSE UP,Egypt,120,Milliliter (ml),unilever,deyaa alnokhbah trading est
2019-02-018088,كلوس اب أحمر حار مع تركيبة غسول الفم المقاوم اابكتيريا,CLOSE UP REDHOT WITH ANTI BACTERIAL MOUTHWASH,CLOSE UP,Egypt,120,Milliliter (ml),unilever,deyaa alnokhbah trading est
2019-02-018088,كلوس اب نسيم بارد مع تركيبة غسول الفم المقاوم اابكتيريا,CLOSE UP TP COOL BREEZE BNC KSA,CLOSE UP,Egypt,120,Milliliter (ml),unilever,deyaa alnokhbah trading est
2018-0140124-110361,غسول الفم بريف دنت,PrevDent Mouthwash,PrevDent,Netherlands,300,Milliliter (ml),PrevDent International B.V.,MODERN SCIENTIFIC TRADING COMPANY
2016-0140124-047510,اوراتيجا غسول للفم,Oratega Mouth refreshment ,Oratega,Egypt,120,Milliliter (ml),egyption co. for cosmetics,Abad ESt.for constractions
2016-014015401541-017992,ماسك للشعر الجاف بالأعشاب السويسرية,ENERGY COSMETICS Hair Repair Mask With 30 Swiss 	,ENERGY COSMETICS,Lebanon,300,Milliliter (ml),L'Origine S.A.L,NAZIH SAUDI COMPANY
2016-0140114-018036,بارودونتكس معجون اسنان للتبييض ,Parodontax toothpaste Whitening,Parodontax,Slovakia,75,Milliliter (ml),De Miclen s.r.o.,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2016-0140114-018191,اى وايت تبيض الاسنان الفورى,Iwhite Toothpolisher,Iwhite,Belgium,20,Milliliter (ml),Sylphar nv,Netaq Al-geldia trading LLC
2018-0140114-093488,بيوريزم معجون العناية باللثه ,Purism gum care toothpast,Purism,Egypt,75,Gram (g),Egyptian Co for Cosmetics ,MESK GLOBAL COMPANY
2017-0140114-072417,سبلات اكسبريس رغوه العنايه بالفم ( التوت,SPLAT EXPRESS ORAL FOAM RASPBERRY,SPLAT,Russia,50,Milliliter (ml),ORGANIC PHARMACEUTICALS,Arma Trading Est
2017-0140114-072418,سبلات اكسبريس رغوه االفم (الالوفيرا وشجره الشاى,SPLAT EXPRESS ORAL CARE FOAM ALOE & TEA TREE,SPLAT,Russia,50,Milliliter (ml),ORGANIC PHARMACEUTICALS,Arma Trading Est
2017-014015401541-072481,Bio Star Tec دنتو داش جل,Bio Star Tec Dento Dash Gel,Bio Star Tec,Egypt,75,Gram (g),Cosmopack for Pharmaceutical Packaginga,JENAH ALHILOL HEALTH
